crop_path,dataset_source,source_image,scene_id,component_class,crop_w,crop_h,body_x,body_y,body_w,body_h,roi_kind,label_status,reviewer_id,notes
pcb139rec1_jpg__052__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,150,272,28,51,94,170,component,,,
pcb139rec1_jpg__053__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,840,128,157,24,525,80,component,,,
pcb139rec1_jpg__088__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,812,144,152,27,508,90,component,,,
pcb139rec1_jpg__093__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,508,491,95,92,318,307,component,,,
pcb139rec1_jpg__095__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,156,725,29,136,98,453,component,,,
pcb139rec1_jpg__103__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,84,97,16,18,52,61,component,,,
pcb139rec1_jpg__105__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,632,123,119,23,395,77,component,,,
pcb139rec1_jpg__106__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,145,571,27,107,91,357,component,,,
pcb139rec1_jpg__113__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,76,84,14,16,48,52,component,,,
pcb139rec1_jpg__122__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,251,341,47,64,157,213,component,,,
pcb139rec1_jpg__123__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,711,171,133,32,445,107,component,,,
pcb139rec1_jpg__124__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,134,112,25,21,84,70,component,,,
pcb139rec1_jpg__165__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,79,79,15,15,49,49,component,,,
pcb139rec1_jpg__166__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,176,165,33,31,110,103,component,,,
pcb139rec1_jpg__168__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1877,123,369,23,1231,77,component,,,
pcb139rec1_jpg__172__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,121,265,28,50,92,165,component,,,
pcb139rec1_jpg__179__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,107,117,20,22,67,73,component,,,
pcb139rec1_jpg__180__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1886,128,374,24,1248,80,component,,,
pcb139rec1_jpg__181__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,122,132,23,25,76,82,component,,,
pcb139rec1_jpg__184__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,181,171,34,32,113,107,component,,,
pcb139rec1_jpg__192__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1628,117,305,22,1018,73,component,,,
pcb139rec1_jpg__203__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,123,67,23,15,77,51,component,,,
pcb139rec1_jpg__205__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,129,122,24,23,81,76,component,,,
pcb139rec1_jpg__213__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1722,128,367,24,1224,80,component,,,
pcb139rec1_jpg__215__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,104,123,19,23,65,77,component,,,
pcb139rec1_jpg__216__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,100,107,19,20,62,67,component,,,
pcb139rec1_jpg__217__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,114,182,26,34,87,114,component,,,
pcb139rec1_jpg__218__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,133,122,25,23,83,76,component,,,
pcb139rec1_jpg__220__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,132,128,25,24,82,80,component,,,
pcb139rec1_jpg__221__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,107,139,20,26,67,87,component,,,
pcb139rec1_jpg__222__Capacitor.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Capacitor,123,127,23,24,77,79,component,,,
pcb139rec1_jpg__223__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1222,144,229,27,764,90,component,,,
pcb139rec1_jpg__249__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,249,596,47,112,155,372,component,,,
pcb139rec1_jpg__250__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,118,182,27,34,90,114,component,,,
pcb139rec1_jpg__254__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1206,133,226,25,754,83,component,,,
pcb139rec1_jpg__257__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1733,81,370,0,1233,62,component,,,
pcb139rec1_jpg__290__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,475,485,89,91,297,303,component,,,
pcb139rec1_jpg__292__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1196,112,224,21,748,70,component,,,
pcb139rec1_jpg__296__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,148,100,28,5,92,73,component,,,
pcb139rec1_jpg__306__IC.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,IC,314,315,72,59,241,197,component,,,
pcb139rec1_jpg__323__Connector.png,fpic_rf100,train/images/pcb139rec1_jpg.rf.57213790a70e5f3cea7a1821c20d4ebd.jpg,pcb139rec1_jpg,Connector,1222,117,229,22,764,73,component,,,
pcb140rec1_jpg__013__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1213,124,227,23,758,78,component,,,
pcb140rec1_jpg__015__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,457,448,86,84,286,280,component,,,
pcb140rec1_jpg__016__iC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,iC,601,252,113,47,376,158,component,,,
pcb140rec1_jpg__018__iC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,iC,453,232,85,44,283,145,component,,,
pcb140rec1_jpg__034__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,941,868,183,163,608,542,component,,,
pcb140rec1_jpg__036__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,188,896,43,168,145,560,component,,,
pcb140rec1_jpg__038__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,762,128,143,24,476,80,component,,,
pcb140rec1_jpg__039__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1152,132,196,25,736,82,component,,,
pcb140rec1_jpg__056__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,377,107,71,20,235,67,component,,,
pcb140rec1_jpg__057__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1614,104,254,19,1046,65,component,,,
pcb140rec1_jpg__059__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,232,772,37,145,150,482,component,,,
pcb140rec1_jpg__060__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,730,132,137,25,456,82,component,,,
pcb140rec1_jpg__061__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1162,132,196,25,743,82,component,,,
pcb140rec1_jpg__064__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,271,89,51,17,169,55,component,,,
pcb140rec1_jpg__065__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,286,116,54,22,179,72,component,,,
pcb140rec1_jpg__066__iC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,iC,373,106,70,20,233,66,component,,,
pcb140rec1_jpg__067__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,250,86,47,16,156,54,component,,,
pcb140rec1_jpg__078__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,753,120,141,23,471,75,component,,,
pcb140rec1_jpg__080__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1165,128,209,24,736,80,component,,,
pcb140rec1_jpg__086__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,309,365,58,53,193,240,component,,,
pcb140rec1_jpg__097__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,734,116,138,22,458,72,component,,,
pcb140rec1_jpg__098__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,305,380,57,68,191,240,component,,,
pcb140rec1_jpg__099__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1180,120,194,22,758,75,component,,,
pcb140rec1_jpg__100__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,189,152,35,29,118,95,component,,,
pcb140rec1_jpg__101__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,188,160,35,30,118,100,component,,,
pcb140rec1_jpg__102__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,165,553,31,10,103,418,component,,,
pcb140rec1_jpg__103__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1618,108,271,20,1036,68,component,,,
pcb140rec1_jpg__106__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1625,112,259,21,1051,70,component,,,
pcb140rec1_jpg__111__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,826,131,155,25,516,82,component,,,
pcb140rec1_jpg__112__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,474,464,89,87,296,290,component,,,
pcb140rec1_jpg__113__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,761,152,143,28,476,95,component,,,
pcb140rec1_jpg__114__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,293,372,55,70,183,232,component,,,
pcb140rec1_jpg__115__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,293,392,55,74,183,245,component,,,
pcb140rec1_jpg__119__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,833,124,156,23,521,78,component,,,
pcb140rec1_jpg__120__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,537,84,101,16,336,52,component,,,
pcb140rec1_jpg__121__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1607,111,251,20,1043,70,component,,,
pcb140rec1_jpg__161__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1209,120,227,23,756,75,component,,,
pcb140rec1_jpg__167__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,230,171,43,32,144,107,component,,,
pcb140rec1_jpg__168__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1311,134,299,25,997,84,component,,,
pcb140rec1_jpg__170__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,279,121,52,23,175,75,component,,,
pcb140rec1_jpg__183__Connector.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,Connector,1221,120,229,23,763,75,component,,,
pcb140rec1_jpg__202__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,378,312,66,59,240,195,component,,,
pcb140rec1_jpg__203__IC.png,fpic_rf100,test/images/pcb140rec1_jpg.rf.15e0347cf290834396c473d67ac7b1e5.jpg,pcb140rec1_jpg,IC,278,188,52,35,174,118,component,,,
pcb141rec1_jpg__000__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,208,170,39,32,130,106,component,,,
pcb141rec1_jpg__007__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,215,169,40,32,135,105,component,,,
pcb141rec1_jpg__008__Resistor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Resistor Jumper,96,222,18,42,60,139,component,,,
pcb141rec1_jpg__009__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,548,540,103,101,342,338,component,,,
pcb141rec1_jpg__010__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,549,523,103,98,343,327,component,,,
pcb141rec1_jpg__011__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,137,118,26,22,85,74,component,,,
pcb141rec1_jpg__015__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,121,91,23,17,75,57,component,,,
pcb141rec1_jpg__016__Resistor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Resistor Jumper,438,151,82,28,274,94,component,,,
pcb141rec1_jpg__017__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,155,77,29,14,97,48,component,,,
pcb141rec1_jpg__020__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,90,91,17,17,56,57,component,,,
pcb141rec1_jpg__021__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,112,112,21,21,70,70,component,,,
pcb141rec1_jpg__023__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,102,118,19,22,64,74,component,,,
pcb141rec1_jpg__024__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,99,111,19,21,62,70,component,,,
pcb141rec1_jpg__025__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,96,111,18,21,60,70,component,,,
pcb141rec1_jpg__026__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,132,100,25,19,83,62,component,,,
pcb141rec1_jpg__029__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,146,161,27,30,91,100,component,,,
pcb141rec1_jpg__030__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,127,133,24,25,79,83,component,,,
pcb141rec1_jpg__031__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,92,128,17,24,58,80,component,,,
pcb141rec1_jpg__035__Transistor.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Transistor,236,149,44,28,148,93,component,,,
pcb141rec1_jpg__036__Connector.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Connector,868,275,163,52,542,172,component,,,
pcb141rec1_jpg__037__Connector.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Connector,864,261,162,49,540,163,component,,,
pcb141rec1_jpg__043__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,132,153,25,29,82,95,component,,,
pcb141rec1_jpg__044__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,192,200,36,38,120,125,component,,,
pcb141rec1_jpg__045__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,94,108,18,20,59,68,component,,,
pcb141rec1_jpg__048__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,92,122,17,23,57,76,component,,,
pcb141rec1_jpg__052__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,89,145,17,27,56,91,component,,,
pcb141rec1_jpg__054__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,135,112,25,21,85,70,component,,,
pcb141rec1_jpg__055__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,129,101,24,19,81,63,component,,,
pcb141rec1_jpg__057__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,106,133,20,25,66,83,component,,,
pcb141rec1_jpg__058__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,133,164,25,31,83,102,component,,,
pcb141rec1_jpg__059__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,97,159,18,30,61,100,component,,,
pcb141rec1_jpg__061__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,105,133,20,25,65,83,component,,,
pcb141rec1_jpg__063__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,156,177,29,33,98,110,component,,,
pcb141rec1_jpg__064__Connector.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Connector,263,170,49,32,164,106,component,,,
pcb141rec1_jpg__065__Connector.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Connector,586,142,110,27,366,88,component,,,
pcb141rec1_jpg__066__Connector.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Connector,286,181,44,37,186,124,component,,,
pcb141rec1_jpg__069__Connector.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Connector,426,110,80,21,267,69,component,,,
pcb141rec1_jpg__070__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,130,100,24,19,82,63,component,,,
pcb141rec1_jpg__073__Resistor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Resistor Jumper,415,147,78,28,260,92,component,,,
pcb141rec1_jpg__079__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,87,79,16,15,55,49,component,,,
pcb141rec1_jpg__080__Transistor.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Transistor,218,159,41,30,136,99,component,,,
pcb141rec1_jpg__081__Capacitor_Jumper.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,Capacitor Jumper,113,141,21,26,70,88,component,,,
pcb141rec1_jpg__090__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,135,185,25,35,85,115,component,,,
pcb141rec1_jpg__091__IC.png,fpic_rf100,test/images/pcb141rec1_jpg.rf.bd40367e744525fd9a5d6463480f8542.jpg,pcb141rec1_jpg,IC,155,151,29,28,97,95,component,,,
